tema,page,menu,font,warna,label,,,,
1,1,4,"'Source', 'Courier', 'Courier', 'FontAwesome', 'FontAwesome'","'#1b1f22', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#1b1f22', '#ffffff', '#ffffff', '#1b1f22', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#131519', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#131519', '#000000', '#000000', '#000000', '#000000', '#000000', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#1b1f22', '#ffffff', '#ffffff'",11,,,,
1,5,5,"'BwNistaIntxBd', 'Roboto', 'Roboto', 'Playfair', 'Playfair', 'BwNistaIntxBd', 'Playfair', 'BwNistaIntxBd', 'BwNistaIntxBd', 'Playfair'","'#4c4c4c', '#4c4c4c', '#000', '#41228e', '#fff', '#542cb7', '#41228e', '#41228e', '#fff', '#542cb7', '#fff', '#542cb7', '#fff', '#fff', '#41228e', '#000', '#4c4c4c', '#e0f1ff', '#c8d5ef', '#fff', '#ffffff', '#c7c7c7', '#41228e', '#41228e', '#41228e', '#fff', '#ffffff', '#ffffff', '#41228e', '#fff', '#41228e', '#fff', '#e0f1ff', '#000000', '#2bfdff', '#e0f1ff', '#eaeaea', '#41228e', '#000",12,,,,
1,1,3,"Open Sans', 'Open Sans'","'#777', '#555', '#222', '#555', '#000', '#666', '#f6f6f6', '#fff', '#555', '#000', '#000', '#ffffff', '#fff', '#555', '#777', '#fff', '#121d1f', '#121d1f', '#333', '#e5e5e5', '#333', '#f6f6f6', '#777', '#555', '#222', '#222', '#fff', '#222', '#222', '#fff', '#ffffff', '#000000', '#fff', '#E87E04', '#fff', '#E87E04', '#2c3e50', '#ffffff', '#999', '#2c3e50', '#2c3e50', '#2c3e50', '#2c3e50', '#444', '#000', '#f6f6f6', '#777', '#555', '#000'",13,,,,
1,3,3,"'Poppins', 'Poppins', 'Poppins'","'#777777', '#777777', '#777777', '#777777', '#777777', '#777777', '#222222', '#f9f9ff', '#222222', '#222222', '#222222', '#fff', '#fff', '#000', '#f9fafc', '#fff', '#3c408f', '#777777', '#fff', '#eee', '#fff', '#eee', '#222222', '#f9f9ff', '#f9f9ff', '#fff', '#f9f9ff', '#fff', '#222222', '#f9f9ff', '#fff', '#f67590', '#f67590', '#f67590', '#fff', '#f67590', '#f67590', '#fff', '#f67590', '#fff', '#56e4d2', '#56e4d2', '#fff', '#56e4d2', '#56e4d2', '#fff', '#56e4d2', '#fff', '#38a4ff', '#38a4ff', '#fff', '#38a4ff', '#38a4ff', '#fff', '#38a4ff', '#fff', '#f4e700', '#f4e700', '#fff', '#f4e700', '#f4e700', '#fff', '#f4e700', '#fff', '#f44a40', '#f44a40', '#fff', '#f44a40', '#f44a40', '#fff', '#f44a40', '#222222', '#f9f9ff', '#222222', '#f9f9ff', '#fff', '#222222', '#f9f9ff', '#fff', '#222222', '#f9f9ff', '#f9f9ff', '#f9f9ff', '#f67590', '#f9f9ff', '#222222', '#edf3fd', '#6382e6', '#e66686', '#f09359', '#73fbaf', '#73fbaf', '#6382e6', '#a367e7', '#e66686', '#f67590', '#fff', '#f67590', '#777777', '#f67590', '#777777', '#f67590', '#777777', '#f9f9ff', '#797979', '#f9f9ff', '#f9f9ff', '#f67590', '#f9f9ff', '#eb6b55', '#f9f9ff', '#f09359', '#f9f9ff', '#f67590', '#000000', '#f9f9ff', '#fff', '#000000', '#f67590', '#f9f9ff', '#fff', '#000000', '#222222', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f1f1f1', '#f9f9ff', '#f67590', '#f67590', '#f9f9ff', '#f67590', '#f67590', '#fff', '#fff', '#fff', '#f67590', '#f67590', '#fff', '#eee', '#000', '#f67590', '#fff', '#fff', '#222222', '#f66483', '#fff', '#fff', '#f66483', '#fff', '#fff', '#fff', '#fff', '#f9faff', '#fff', '#f5204b', '#fff', '#f67590', '#fff', '#fff', '#000', '#f67590', '#fff', '#fff', '#fff', '#fff', '#fff', '#000', '#fff', '#f9faff', '#fff'",14,,,,
1,1,5,Open Sans',"'#7a7a7a', '#f4f4f4', '#fff', '#fff', '#fff', '#fff', '#333', '#fff', '#fff', '#333', '#000000', '#fff', '#fff', '#232323', '#000000', '#000000', '#fafafa', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#232323', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#000000', '#fff', '#fff', '#fff', '#fafafa', '#fff', '#fafafa', '#fff', '#fff', '#232323', '#fff', '#fff', '#aaa', '#fafafa'",15,,,,
1,6,6,"'icomoon', 'Karla', 'Karla', 'Playfair', 'Karla', 'Playfair', 'Karla', 'Karla', 'Karla', 'Playfair', 'Playfair'","'#fafafa', '#CA82F8', '#CA82F8', '#727272', '#000000', '#fcfcfc', '#b7c2c2', '#fcfcfc', '#b7c2c2', '#fcfcfc', '#b7c2c2', '#000000', '#000000', '#fff', '#CA82F8', '#333333', '#333333', '#333333', '#333333', '#333333', '#f2f2f2', '#fafafa', '#CA82F8', '#fff', '#fff', '#fff', '#000000', '#fff', '#000', '#000', '#000', '#fff', '#000', '#000', '#000', '#f0f0f0', '#000', '#bfbfbf', '#fff', '#000', '#049dff', '#049dff', '#fdba04', '#fdba04', '#ed687c', '#ed687c', '#1abc9c', '#1abc9c', '#000', '#000000', '#fff', '#000000', '#000000', '#000000', '#000000', '#000000', '#000', '#000', '#fff', '#000', '#000000', '#fff', '#fff', '#FFE9E3', '#000', '#000000', '#000000', '#000000', '#000000', '#000000', '#000', '#fff', '#000', '#e6e6e6', '#000', '#000', '#4d4d4d', '#000', '#CA82F8', '#fff', '#CA82F8', '#4d4d4d', '#d9d9d9', '#CA82F8', '#fff', '#5cb85c', '#fff', '#5cb85c', '#5cb85c', '#5cb85c', '#5cb85c', '#fff', '#5bc0de', '#fff', '#5bc0de', '#5bc0de', '#5bc0de', '#5bc0de', '#fff', '#f0ad4e', '#fff', '#f0ad4e', '#f0ad4e', '#f0ad4e', '#f0ad4e', '#fff', '#d9534f', '#fff', '#d9534f', '#d9534f', '#d9534f', '#d9534f', '#fff', '#fff', '#000', '#000', '#000', '#000', '#000', '#fff', '#000', '#333333', '#fff', '#fff', '#fff', '#fff', '#000000', '#CA82F8', '#CA82F8', '#000', '#CA82F8', '#1a1a1a', '#000000', '#fafafa', '#ca82f8'",16,,,,
1,1,5,icomoon',"'#fff', '#ffffff', '#222', '#000', '#fff', '#000', '#fff', '#000', '#fff', '#fff', '#bac964', '#b2c251', '#fff', '#fff', '#fff', '#fff', '#000', '#000', '#000000', '#fff', '#000000', '#000000', '#000', '#000', '#000000', '#000000', '#ccc', '#000000', '#fff', '#ffffff', '#333', '#edf0f2', '#bac964', '#080b0e', '#bac964', '#fff', '#b2c251', '#bac964', '#bac964', '#ffffff', '#bac964', '#bac964', '#bac964', '#cccccc', '#fff', '#bac964', '#000', '#333', '#bac964', '#333', '#fff', '#bac964', '#ffffff', '#000000', '#000000', '#333', '#000000', '#000000', '#fff', '#bac964', '#ffffff', '#bac964', '#333', '#fff', '#000000', '#000000', '#404040', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#b3bdc6', '#2c3e50', '#333', '#000000', '#000000', '#333', '#000000', '#000000', '#666666', '#ffffff'",17,,,,
1,2,6,"Source', 'Source', 'FontAwesome'","'#000', '#000', '#000', '#fff', '#000', '#000', '#ddd', '#000', '#ffc900', '#000', '#fff', '#ffc900', '#ffc900', '#000', '#fff', '#fff', '#eee', '#000', '#000', '#ffc900', '#ffc900', '#fff', '#000', '#ffc900', '#eee', '#ffffff', '#000', '#ffc900', '#000', '#fff', '#fff', '#fff', '#fff', '#fff', '#ffc900', '#fff', '#ffc900', '#000', '#ffc900', '#000', '#ffc900', '#fff', '#000', '#ffc900', '#000', '#ffc900', '#ffc900', '#ddd', '#000', '#fff', '#fff', '#000', '#000', '#fff', '#fff', '#333', '#fff', '#000', '#3e3e3e', '#fff', '#fff', '#ddd', '#000', '#aaa', '#aaa', '#333', '#ffc900', '#ffc900', '#000000', '#fff', '#000', '#ffc900', '#ffc900', '#aaa', '#aaa', '#aaa', '#aaa', '#ffc900', '#ffc900', '#aaa', '#000', '#aaa', '#fff', '#000', '#ffc900', '#fff', '#eee', '#ffc900', '#aaa', '#aaa', '#aaa', '#aaa', '#eee', '#ddd', '#aaa', '#fff', '#aaa', '#000', '#000', '#ffc900', '#ffc900', '#ffc900', '#000', '#000', '#aaa', '#aaa', '#ffc900', '#ddd', '#ffc900', '#fff', '#fff', '#000', '#000', '#fff', '#000', '#000', '#ddd', '#ffc900', '#eee', '#000', '#000', '#ffc900', '#ffc900', '#ccc', '#f8f9fa', '#f8f9fa', '#f8f9fa', '#aaa', '#aaa', '#aaa', '#aaa', '#aaa', '#aaa', '#aaa', '#000', '#fff', '#000', '#ffc900', '#f00', '#000', '#000', '#ffc900', '#eee', '#ffc900'",18,,,,
1,4,4,"'Raleway', 'Dosis'","'#0c0c0c', '#ffffff', '#000000', '#000000', '#141a1a', '#f0b016', '#ffffff', '#000000', '#ffffff', '#b5b0b0', '#f0b016', '#f0b016', '#ffffff', '#f0b016', '#000000', '#000000', '#ffffff', '#000000', '#b5b0b0', '#f6f6f6', '#f0b016', '#f0b016', '#ffffff', '#f0b016', '#b0b0b0', '#e8ad22', '#ffffff', '#ffffff', '#ffffff', '#000000', '#000000', '#fbb534', '#000000', '#000000', '#f8f8f8', '#ffffff', '#000000', '#000000', '#fbb534', '#000000', '#000000', '#fbb534', '#fbb534', '#0d0806', '#0d0806', '#ffffff', '#0d0806', '#000000', '#000000', '#fbb534', '#000000', '#000000', '#f0b016', '#f0b016', '#f0b016', '#252525', '#ffffff', '#ffffff', '#f0b016', '#ffffff', '#ffffff', '#101010', '#131313', '#131313', '#131313', '#131313', '#fff', '#f0b016', '#2c2925', '#ffffff', '#292929', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#f0b016', '#f0b016', '#ffffff', '#000000', '#9a9999', '#9a9999', '#9a9999', '#9a9999', '#f0b016', '#f0b016', '#ffffff', '#ffffff'",19,,,,
2,1,4,"Raleway', 'Oswald'","#666', '#FF6', '#9FF', '#066', '#F36', '#066', '#FFF', '#FC6', '#CC9966', '#544639', '#006666', '#0a8585', '#544639', '#006666', '#CC9966', '#CC9966', '#b67533', '#000000', '#CC9966'",20,,,,
2,4,4,"Roboto', 'Roboto', 'Montserrat', 'Montserrat', 'Great', 'Great', 'poppins', 'Great', 'Raleway', 'Raleway', 'Glyphicons'","'#666666', '#1f1f1f', '#1f1f1f', '#07528d', '#212121', '#1f1f1f', '#000', '#ddd', '#767676', '#ffffff', '#fff', '#ffffff', '#00cc99', '#0c9', '#000000', '#fff', '#00cc99', '#fff', '#222', '#000', '#fff', '#fff', '#000000', '#fff', '#ff880e', '#fff', '#fff', '#222', '#222', '#111', '#000', '#fff', '#fc301e', '#00cc99', '#fff', '#ffffff', '#ffffff', '#ffffff', '#70c6eb', '#ffffff', '#3a4149', '#fc301e', '#272f43', '#272f43', '#272f43', '#f2184f', '#fff', '#00cc99', '#f2184f', '#fff', '#fff', '#272f43', '#d3d3d3', '#70c6eb', '#fff', '#111', '#000000', '#f6f6f6', '#fc301e', '#fff', '#e91327', '#70c6eb', '#70c6eb', '#528780', '#ffffff', '#333333', '#ffffff', '#e91327', '#e91327', '#ffffff', '#ffffff', '#000000', '#ef4023', '#fff', '#ef4023', '#fff', '#000000', '#222', '#eee', '#fff', '#e91327', '#ffffff', '#fff', '#e91327', '#000', '#000', '#0c9', '#fff', '#ffffff', '#e91327', '#70c6eb', '#3a4149', '#e91327', '#fff', '#e91327', '#f2f3f5', '#fff', '#000000', '#57cef8', '#ffffff', '#ffffff', '#ffffff', '#57cef8', '#ffffff', '#3a4149', '#ffffff', '#57cef8', '#ffffff', '#000000', '#fff', '#57cef8', '#f43866', '#f43866', '#000', '#f43866', '#57cef8', '#57cef8', '#3a4149', '#57cef8', '#fff', '#fff', '#fff', '#fff', '#fff', '#00bed3', '#f2f3f5', '#ffffff', '#fff', '#000000', '#57cef8', '#ffffff', '#ffffff', '#fff', '#f2184f', '#3a4149', '#3a4149', '#57cef8', '#333', '#f2184f', '#fff', '#111', '#262e41', '#333', '#e91327', '#e91327', '#ffffff', '#cccccc', '#222', '#ffffff', '#272f43', '#e91327', '#fff', '#e91327', '#999', '#e91327', '#ff880e', '#605f5f', '#000', '#cccac5', '#07528d', '#272f43', '#00cc99', '#00cc99', '#fff', '#fff', '#fff', '#000000', '#05cd9b', '#1f1f1f', '#fff', '#fff', '#262e41', '#fff', '#272f43', '#00cc99', '#fc301e', '#fff', '#0f1521', '#fff', '#fff', '#fc3726', '#d66c0b', '#fff', '#eee', '#150c03', '#fff', '#fff', '#ff880e', '#fff', '#fff', '#8d8d8c', '#f9f9f9', '#111', '#fff', '#000000', '#fff', '#000', '#fff', '#000', '#fff', '#ef4023', '#fff', '#050000', '#fff', '#000000', '#ddd', '#fff', '#6d7fcc', '#47748b', '#fff', '#222', '#fc301e', '#fff', '#fff', '#6d7fcc', '#6d7fcc', '#fff', '#7386D5', '#ef4023', '#fff', '#fc301e', '#fc3726'",21,,,,
2,4,4,"'Poppins', 'FontAwesome', 'FontAwesome', 'FontAwesome'","'#666666', '#a4c639', '#fff', '#fff', '#a4c639', '#fff', '#fff', '#fff', '#a4c639', '#1e1e1e', '#a4c639', '#666', '#a4c639', '#fff', '#fff', '#a4c639', '#fafafa', '#fafafa', '#fff', '#fafafa', '#fafafa', '#fff', '#000000', '#fff', '#fff', '#a4c639', '#a4c639', '#fff', '#fff', '#a4c639', '#FFF', '#FFF', '#a4c639', '#FFF', '#fff', '#000', '#a4c639', '#fff', '#f7f7f7', '#fff', '#fff', '#a4c639', '#fff', '#fafafa', '#a4c639', '#fff', '#f7f7f7', '#666', '#a4c639', '#f7f7f7', '#fff', '#1e1e1e', '#a4c639', '#eee', '#f7f7f7', '#a4c639', '#6a6a6a', '#6a6a6a', '#aaa', '#aaa', '#aaa', '#fff', '#fff', '#fff', '#a4c639', '#a4c639', '#fff', '#fff', '#a4c639', '#f7f7f7', '#232323', '#fff', '#fff', '#fff', '#fff', '#232323', '#a4c639', '#fff', '#a4c639', '#343434', '#343434', '#343434', '#343434', '#aaa', '#aaa', '#aaa', '#fff', '#a4c639', '#fff', '#a4c639', '#343434', '#fff', '#fff', '#fff', '#fff', '#f7f7f7', '#fff', '#a4c639', '#a4c639', '#121212', '#faf5b2', '#faf5b2', '#fff', '#1e1e1e', '#7a7a7a', '#f7f7f7', '#a4c639', '#a4c639', '#343434', '#fff', '#000000', '#eee'",22,,,,
2,4,4,"'Poppins', 'Roboto', 'FontAwesome'","'#0c0c0c', '#ffffff', '#050000', '#000000', '#ffffff', '#ffffff', '#ffffff', '#e93f1a', '#e93f1a', '#ffffff', '#e93f1a', '#e93f1a', '#ffffff', '#ffffff', '#e93f1a', '#e8e8e8', '#e93f1a', '#e93f1a', '#ffffff', '#e93f1a', '#e93f1a', '#e93f1a', '#e93f1a', '#e93f1a', '#ffffff', '#e93f1a', '#e93f1a', '#ffffff', '#1c1b2d', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#ffffff', '#e93f1a', '#ffffff', '#e93f1a', '#e93f1a', '#e93f1a', '#e93f1a', '#fff', '#e93f1a', '#000', '#1d1d1d', '#ffffff', '#ffffff'",23,,,,
2,3,4,'Poppins',"#0c0c0c', '#ffffff', '#d8bf36', '#041858', '#041858', '#ffffff', '#d8bf36', '#ffffff', '#ffffff', '#ffffff', '#3b3a3a', '#ffffff', '#d8bf36', '#ffffff', '#e0cd61', '#ffffff', '#000000', '#d8bf36', '#041858', '#d8bf36', '#ffffff', '#e0cd61', '#041858', '#ffffff', '#ffffff', '#d8bf36', '#ffffff', '#e0cd61', '#000000', '#000000', '#d8bf36', '#ffffff', '#e0cd61', '#041858', '#d8bf36', '#ffffff', '#e0cd61', '#d8bf36', '#041858', '#ffffff', '#ffffff', '#d8bf36', '#ffffff', '#e0cd61', '#ffffff', '#9c9c9c', '#9c9c9c', '#ffffff', '#9c9c9c', '#d8bf36', '#ffffff', '#ffffff', '#a6adc4', '#ffffff', '#9c9c9c', '#9c9c9c', '#9c9c9c', '#9c9c9c', '#d8bf36', '#ffffff', '#e0cd61', '#ffffff', '#ffffff'",24,,,,
2,4,4,'Montserrat',"'#101010', '#808080', '#fff', '#fff', '#fff', '#009988', '#202020', '#d54ab6', '#f2f2f2', '#ffa500', '#ffa500', '#d54ab6', '#fff', '#333', '#fff', '#fff', '#c14000', '#009988', '#ffa500', '#191919', '#303030', '#d54ab6', '#303030', '#202020', '#fff', '#404040', '#fff', '#fff', '#fff', '#1c1c1c', '#fff', '#fff', '#806040', '#fff', '#999', '#fff', '#303030', '#909090', '#d54ab6', '#fff'",25,,,,
2,4,4,Open Sans',"#ddd', '#333', '#666', '#09F', '#d4d4d4', '#999', '#999', '#ccc', '#999', '#000', '#09F', '#09F', '#c99', '#09F', '#09F', '#ccc', '#C99', '#C99', '#924141', '#ddd', '#C99', '#666', '#666', '#09F', '#3085a3', '#fff', '#4a3753', '#3496d8', '#09F', '#ffffff', '#3c4a50', '#3c4a50', '#09F', '#fff', '#09F', '#CCCDCE', '#09F', '#C99', '#a64b4b', '#666', '#666'",26,,,,
2,4,4,"'Poppins', 'FontAwesome'","#4a4a4a', '#eee', '#121212', '#f33f3f', '#fff', '#f33f3f', '#fff', '#121212', '#fff', '#eee', '#1e1e1e', '#f33f3f', '#fff', '#f33f3f', '#fff', '#fff', '#232323', '#000000', '#fff', '#f33f3f', '#fff', '#fff', '#f33f3f', '#fff', '#fff', '#f33f3f', '#f33f3f', '#fff', '#fff', '#fff', '#f33f3f', '#eee', '#1a6692', '#121212', '#f33f3f', '#f33f3f', '#eee', '#eee', '#1a6692', '#4a4a4a', '#4a4a4a', '#f33f3f', '#f33f3f', '#f7f7f7', '#1a6692', '#eee', '#f33f3f', '#eee', '#121212', '#f33f3f', '#eee', '#121212', '#f33f3f', '#f33f3f', '#fff', '#eee', '#f33f3f', '#fff', '#f33f3f', '#1a6692', '#f33f3f', '#f7f7f7', '#f33f3f', '#fff', '#fff', '#1a6692', '#eee', '#1a6692', '#eee', '#eee', '#eee', '#eee', '#f33f3f', '#fff', '#121212', '#fff', '#eee', '#eee', '#fff', '#000000', '#eee'",27,,,,
2,4,4,'Lato',"'#323232', '#666', '#666', '#474849', '#656667', '#474849', '#474849', '#06C', '#68696A', '#F2F2F2', '#399', '#2d827f', '#99C', '#6d71c6', '#51a2f1', '#6bb6ff', '#06C', '#666', '#666', '#06C', '#06C', '#666', '#06C', '#ddd', '#06C', '#CBCCCD', '#ABC', '#3085a3', '#fff', '#3085a3', '#fff', '#fff', '#fff', '#fff', '#d39e00', '#999a9b', '#06C', '#666', '#656667', '#656667'",28,,,,
2,4,4,Open Sans',"#666', '#666', '#0099FF', '#9C9D9E', '#333', '#9C9D9E', '#CCCDCE', '#CCCDCE', '#6A6B6C', '#0099FF', '#0099FF', '#0099FF', '#0099FF', '#0099FF', '#666', '#F2F2F2', '#EDEEEF', '#ffffff', '#000000', '#ABC', '#0099FF', '#0099FF', '#2f80d0', '#2f80d0', '#0099FF', '#2f80d0', '#fff', '#0099FF', '#3085a3', '#fff', '#fff', '#2e5d5a', '#000000', '#fff', '#666', '#0099FF'",29,,,,
2,4,4,"'Montserrat', 'Montserrat', 'FontAwesome'","'#fff', '#2a2a2a', '#fff', '#03a4ed', '#fff', '#03a4ed', '#fff', '#2a2a2a', '#8d99af', '#fff', '#2a2a2a', '#8d99af', '#fff', '#8d99af', '#fff', '#000000', '#fafafa', '#8d99af', '#fff', '#8d99af', '#fff', '#8d99af', '#fff', '#1e1e1e', '#000000', '#f7f7f7', '#eee', '#fff', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#1e1e1e', '#8d99af', '#1e1e1e', '#f7f7f7', '#eee', '#fff', '#e7e7e7', '#3B566E', '#fff', '#fff', '#fff', '#8d99af', '#fff', '#2b2d42', '#fff', '#2a2a2a', '#8d99af', '#8d99af', '#2a2a2a', '#8d99af', '#fff', '#fff', '#8d99af', '#2b2d42', '#8d99af', '#fff', '#fff', '#8d99af', '#2b2d42', '#fff', '#fff', '#eee', '#f7f7f7', '#2a2a2a', '#8d99af', '#2a2a2a', '#8d99af', '#8d99af', '#2a2a2a', '#8d99af', '#eee', '#8d99af', '#2a2a2a', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#eee', '#f7f7f7', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#8d99af', '#fff', '#2b2d42', '#fff', '#2b2d42', '#fff', '#fff', '#fff', '#8d99af', '#fff', '#fff', '#fff', '#8d99af', '#2b2d42', '#2a2a2a', '#8d99af', '#fff', '#fff', '#8d99af', '#eee', '#eee', '#2b2d42', '#fff', '#8d99af', '#fff', '#8d99af', '#8d99af', '#fff', '#fff', '#8d99af', '#2b2d42', '#f7f7f7', '#2a2a2a', '#8d99af', '#2a2a2a', '#8d99af', '#8d99af', '#2a2a2a', '#8d99af', '#fff', '#fff', '#8d99af', '#8d99af', '#8d99af'",30,,,,
2,4,5,"'Poppins', 'Poppins', 'FontAwesome'","'#fff', '#212741', '#212741', '#fff', '#ff511a', '#fff', '#ff511a', '#fff', '#fff', '#43ba7f', '#fff', '#ff511a', '#ff511a', '#212741', '#212741', '#000000', '#fff', '#fff', '#fff', '#43ba7f', '#fff', '#ff511a', '#ff511a', '#fff', '#fff', '#000000', '#f7f7f7', '#eee', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#ff511a', '#1e1e1e', '#f7f7f7', '#eee', '#fff', '#eee', '#3B566E', '#212741', '#fff', '#fff', '#fff', '#ff511a', '#000000', '#43ba7f', '#fff', '#43ba7f', '#ff511a', '#fff', '#212741', '#fff', '#000000', '#ff511a', '#fff', '#eee', '#212741', '#212741', '#fff', '#fff', '#798697', '#fff', '#fff', '#ff511a', '#fff', '#000000', '#43ba7f', '#fff', '#43ba7f', '#ffa88c', '#ff511a', '#212741', '#181d30', '#fff', '#ff511a', '#fff', '#fff', '#fff', '#000000', '#eee', '#212741', '#43ba7f', '#fff', '#000000', '#43ba7f', '#ecf8f2', '#43ba7f', '#ecf8f2', '#212741', '#212741', '#fff', '#000000', '#ff511a', '#fff', '#000000', '#212741', '#212741', '#fff', '#000000', '#43ba7f', '#212741', '#43ba7f', '#ff511a', '#f7f7f7', '#212741', '#f7f7f7', '#212741', '#212741', '#fff', '#ff511a', '#43ba7f', '#212741'",31,,,,
2,1,6,"Poppins', 'Poppins', 'Poppins'","'#1e1e1e', '#4a4a4a', '#7a6ad8', '#fff', '#7a6ad8', '#fff', '#7a6ad8', '#7a6ad8', '#fff', '#7a6ad8', '#7a6ad8', '#fff', '#000000', '#7a6ad8', '#7a6ad8', '#000000', '#fff', '#fafafa', '#ffffff', '#fff', '#fafafa', '#fff', '#fff', '#fff', '#ffffff', '#fff', '#ffffff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#f1f0fe', '#1e1e1e', '#f1f0fe', '#ddd', '#f1f0fe', '#eee', '#fff', '#7a6ad8', '#fff', '#fff', '#fff', '#7a6ad8', '#fff', '#7a6ad8', '#fff', '#fff', '#fff', '#ffffff', '#ffffff', '#7a6ad8', '#f1f0fe', '#4a4a4a', '#f1f0fe', '#7a6ad8', '#fff', '#7a6ad8', '#fff', '#7a6ad8', '#fff', '#4a4a4a', '#f1f0fe', '#1e1e1e', '#7a6ad8', '#7a6ad8', '#fafafa', '#7a6ad8', '#fff', '#f1f0fe', '#7a6ad8', '#7a6ad8', '#7a6ad8', '#fff', '#fff', '#f1f0fe', '#7a6ad8', '#fff', '#7a6ad8', '#7a6ad8', '#fff', '#f1f0fe', '#7a6ad8', '#fff', '#fff', '#fff', '#7a6ad8', '#fff', '#000000', '#000000', '#f1f0fe', '#7a6ad8', '#fff', '#4a4a4a', '#7a6ad8', '#7a6ad8', '#fff', '#f1f0fe', '#fff', '#7a6ad8', '#fff', '#4a4a4a', '#7a6ad8', '#7a6ad8', '#7a6ad8', '#fff', '#7a6ad8', '#f9ebff', '#fff', '#fff', '#f9ebff', '#fff', '#fff', '#fff', '#7a6ad8', '#5500e3', '#fff', '#fff', '#7a6ad8', '#fff', '#fff', '#7a6ad8', '#fff', '#ddd', '#f1f0fe'",32,,,,
2,4,4,"'Poppins', 'Poppins'","#1e1e1e', '#4a4a4a', '#0071f8', '#fff', '#0071f8', '#fff', '#0071f8', '#ee626b', '#ee626b', '#fff', '#0071f8', '#fff', '#000000', '#0071f8', '#0071f8', '#000000', '#fff', '#fafafa', '#fff', '#ee626b', '#ee626b', '#ffffff', '#fff', '#ffffff', '#fff', '#ffffff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#fff', '#000000', '#fff', '#1e1e1e', '#fff', '#ddd', '#f1f0fe', '#eee', '#fff', '#fff', '#fff', '#fff', '#fff', '#7a7a7a', '#ee626b', '#fff', '#0071f8', '#008af8', '#fff', '#ee626b', '#fff', '#000000', '#fff', '#0071f8', '#ee626b', '#eeeeee', '#008af8', '#fff', '#7a7a7a', '#ee626b', '#fff', '#0071f8', '#0071f8', '#f7f7f7', '#fff', '#7a7a7a', '#ee626b', '#fff', '#0071f8', '#0071f8', '#0071f8', '#fff', '#f7f7f7', '#f7f7f7', '#fff', '#7a7a7a', '#ee626b', '#fff', '#0071f8', '#0071f8', '#fff', '#fff', '#fff', '#fff', '#fff', '#1e1e1e', '#eee', '#ee626b', '#fff', '#fff', '#ee626b', '#eeeeee', '#008af8', '#fff', '#7a7a7a', '#ee626b', '#fff', '#0071f8', '#0071f8', '#eee', '#1e1e1e', '#0071f8', '#fff', '#eee', '#0071f8', '#c8c8c8', '#f7f7f7', '#e7e7e7', '#ee626b', '#fff', '#0071f8', '#0071f8', '#aaa', '#f7f7f7', '#1e1e1e', '#d7d7d7', '#0071f8', '#f7f7f7', '#aaaaaa', '#4a4a4a', '#f7f7f7', '#e7e7e7', '#4a4a4a', '#f7f7f7', '#e7e7e7', '#4a4a4a', '#ee626b', '#fff', '#0071f8'",33,,,,
